Level	Date and Time	Source	Event ID	Task Category
Information	9/21/2016 11:04:11 AM	vmx86	34	None	"The description for Event ID 34 from source vmx86 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMX86.SYS: begin DriverEntry built @ 17:11:03
"
Information	9/21/2016 11:04:10 AM	Microsoft-Windows-WLAN-AutoConfig	4000	None	"WLAN AutoConfig service has successfully started.
"
Information	9/21/2016 11:04:10 AM	RFCOMM	1	None	Bluetooth has accepted service {00000000-0000-0000-0000-000000000000} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:10 AM	RFCOMM	1	None	Bluetooth has accepted service {00000000-0000-0000-0000-000000000000} on remote device (00:00:00:00:00:00) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:10 AM	Win32k	267	None	"The description for Event ID 267 from source Win32k cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The specified resource type cannot be found in the image file
"
Information	9/21/2016 11:04:10 AM	RFCOMM	1	None	Bluetooth has accepted service {00000000-0000-0000-0000-000000000000} on remote device (00:00:00:00:00:00) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:10 AM	BTHUSB	37	None	Bluetooth radio has accepted discoverability due to policy Bluetooth\AllowDiscoverableMode.
Information	9/21/2016 11:04:10 AM	RFCOMM	1	None	Bluetooth has accepted service {00000000-0000-0000-0000-000000000000} on remote device (00:00:00:00:00:00) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:10 AM	BTHUSB	36	None	Bluetooth radio has accepted advertising due to policy Bluetooth\AllowAdvertising.
Information	9/21/2016 11:04:10 AM	BTHUSB	35	None	Bluetooth radio enablement has been accepted due to policy Connectivity\AllowBluetooth.
Information	9/21/2016 11:04:10 AM	BTHUSB	37	None	Bluetooth radio has accepted discoverability due to policy Bluetooth\AllowDiscoverableMode.
Information	9/21/2016 11:04:10 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\ServicesAllowedList has value of: *
Information	9/21/2016 11:04:10 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\AllowAdvertising has value of: 1
Information	9/21/2016 11:04:10 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\AllowDiscoverableMode has value of: 1
Information	9/21/2016 11:04:10 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Connectivity\AllowBluetooth has value of: 2
Information	9/21/2016 11:04:10 AM	VMnetBridge	10	None	() Starting up the Bridge Driver for VMware Virtual Networks.
Warning	9/21/2016 11:04:09 AM	Microsoft-Windows-TaskScheduler	414	Task Misconfiguration	Task Scheduler service found a misconfiguration in the NT TASK\DolbySelectorTask definition. Additional Data: Error Value: %ProgramFiles%\Dolby Digital Plus\ddp.exe.
Information	9/21/2016 11:04:09 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcnfs' (10.0, ‎2016‎-‎07‎-‎15T20:28:27.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/21/2016 11:04:09 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎2016‎-‎07‎-‎15T20:26:43.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/21/2016 11:04:09 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2016‎-‎07‎-‎15T20:21:48.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/21/2016 11:04:09 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcifs' (10.0, ‎2016‎-‎07‎-‎15T20:27:16.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/21/2016 11:04:09 AM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	9/21/2016 11:04:09 AM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	9/21/2016 11:04:09 AM	Win32k	267	None	"The description for Event ID 267 from source Win32k cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The specified resource type cannot be found in the image file
"
Information	9/21/2016 11:04:09 AM	Microsoft-Windows-Directory-Services-SAM	16962	None	"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information	9/21/2016 11:04:08 AM	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	9/21/2016 11:04:05 AM	Microsoft-Windows-Ntfs	98	None	Volume E: (\Device\HarddiskVolume6) is healthy.  No action is needed.
Information	9/21/2016 11:04:05 AM	Microsoft-Windows-Ntfs	98	None	Volume F: (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information	9/21/2016 11:04:04 AM	e1dexpress	32	None	"Intel(R) Ethernet Connection (3) I218-LM
 Network link has been established at 1Gbps full duplex.
"
Information	9/21/2016 11:04:04 AM	BthEnum	1	None	Bluetooth has accepted service {0000111e-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:04 AM	BthEnum	1	None	Bluetooth has accepted service {0000110e-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:04 AM	BthEnum	1	None	Bluetooth has accepted service {0000110c-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:04 AM	BthEnum	1	None	Bluetooth has accepted service {0000110b-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:04 AM	BthEnum	1	None	Bluetooth has accepted service {00001101-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/21/2016 11:04:04 AM	BthEnum	1	None	Bluetooth has accepted service {00001101-0000-1000-8000-00805f9b34fb} on remote device (00:00:00:00:00:00) due to policy Bluetooth\ServicesAllowedList.
Warning	9/21/2016 11:04:03 AM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_17E9&PID_4307&MI_01\7&8d2da4c&0&0001.
Information	9/21/2016 11:04:03 AM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Warning	9/21/2016 11:04:03 AM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_17E9&PID_4307&MI_00\7&8d2da4c&0&0000.
Information	9/21/2016 11:04:03 AM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	9/21/2016 11:04:03 AM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning	9/21/2016 11:04:03 AM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_138A&PID_0017\ed7a1ef73db9.
Information	9/21/2016 11:04:03 AM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	9/21/2016 11:04:02 AM	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{33e9f129-0000-0000-0000-206f70000000} (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information	9/21/2016 11:04:02 AM	Microsoft-Windows-Ntfs	98	None	Volume D: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information	9/21/2016 11:04:01 AM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP5
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/21/2016 11:04:01 AM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP5
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/21/2016 11:04:01 AM	Netwtw04	7001	None	"The description for Event ID 7001 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP5
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/21/2016 11:04:01 AM	Netwtw04	7001	None	"The description for Event ID 7001 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP5
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/21/2016 11:04:01 AM	Netwtw04	7036	None	The \Device\NDMP5 service entered the Intel(R) Dual Band Wireless-AC 7265 state.
Information	9/21/2016 11:04:00 AM	MEIx64	2	None	Intel(R) Management Engine Interface driver has started successfully.
Information	9/21/2016 11:04:00 AM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Information	9/21/2016 11:04:00 AM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Information	9/21/2016 11:04:00 AM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Information	9/21/2016 11:04:00 AM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Warning	9/21/2016 11:04:00 AM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device ROOT\SYSTEM\0001.
Information	9/21/2016 11:04:00 AM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Warning	9/21/2016 11:04:00 AM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WudfRd failed to load for the device ROOT\WPD\0000.
Information	9/21/2016 11:04:00 AM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	9/21/2016 11:04:00 AM	VMnetAdapter	36	None	() Starting up the Adapter Driver for VMware Virtual Networks.
Information	9/21/2016 11:04:00 AM	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: NIC compliance
